人物ID,姓名,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,生年月日,没年月日,人物著作権フラグ
1690,高橋竜雄,高橋,竜雄,たかはし,たつお,たかはし,たつお,Takahashi,Tatsuo,1868,1946,なし
59,高橋悠治,高橋,悠治,たかはし,ゆうじ,たかはし,ゆうし,Takahashi,Yuji,1938,,あり
71,立花実,立花,実,たちばな,みのる,たちはな,みのる,Tachibana,Minoru,1933,1968,あり
1765,田辺竜子,田辺,竜子,たなべ,たつこ,たなへ,たつこ,Tanabe,Tatsuko,1869-02-04,1943-07-18,なし
1952,チェンバースロバート・Ｗ,チェンバース,ロバート・Ｗ,チェンバース,ロバート・Ｗ,ちえんはあす,ろはあと,Chambers,Robert W.,1865-05-26,1933-12-16,なし
1236,チャペックカレル,チャペック,カレル,チャペック,カレル,ちやへつく,かれる,Capek,Karel,1890-01-09,1938-12-25,なし
66,束原和多志,束原,和多志,つかはら,わたし,つかはら,わたし,Tsukahara,Watashi,,,あり
117,津野海太郎,津野,海太郎,つの,かいたろう,つの,かいたろう,Tsuno,Kaitaro,1938-04-06,,あり
113,鶴岡雄二,鶴岡,雄二,つるおか,ゆうじ,つるおか,ゆうし,Tsuruoka,Yuji,1953,,あり
1150,吉田秀夫,吉田,秀夫,よしだ,ひでお,よした,ひてお,Yoshida,Hideo,1906,1953,なし
41,徳永真一,徳永,真一,とくなが,しんいち,とくなか,しんいち,Tokunaga,Shin'ichi,1973,,あり
1800,米川正夫,米川,正夫,よねかわ,まさお,よねかわ,まさお,Yonekawa,Masao,1891-11-25,1965-12-29,なし
55,富田倫生,富田,倫生,とみた,みちお,とみた,みちお,Tomita,Michio,1952-04-20,2013-08-16,あり
1660,中島徳蔵,中島,徳蔵,なかじま,とくぞう,なかしま,とくそう,Nakajima,Tokuzo,1864-03-09,1940-05-31,なし
62,西川光男,西川,光男,にしかわ,みつお,にしかわ,みつお,Nishikawa,Mitsuo,,,あり
1237,ニューヨーク・サン紙,ニューヨーク・サン紙,,ニューヨーク・サンし,,にゆうよおくさんし,,The New York Sun,,,,なし
1784,ノイバーガーマクス,ノイバーガー,マクス,ノイバーガー,マクス,のいはあかあ,まくす,Neuburger,Max,1868-12-08,1955-05-15,なし
1739,野口英司,野口,英司,のぐち,えいじ,のくち,えいし,Noguchi,Eiji,,,あり
1963,信時潔,信時,潔,のぶとき,きよし,のふとき,きよし,Nobutoki,Kiyoshi,1887-12-29,1965-08-01,なし
2036,パイパーヘンリー・ビーム,パイパー,ヘンリー・ビーム,パイパー,ヘンリー・ビーム,はいはあ,へんりいひいむ,Piper,Henry Beam,1904-03-23,1964-11-06,なし
723,芳賀矢一,芳賀,矢一,はが,やいち,はか,やいち,Haga,Yaichi,1867-06-12,1927-02-06,なし
144,畑仲哲雄,畑仲,哲雄,はたなか,てつお,はたなか,てつお,Hatanaka,Tetsuo,1961-09,,あり
1721,ハッサルアーサー・ヒル,ハッサル,アーサー・ヒル,ハッサル,アーサー・ヒル,はつさる,ああさあひる,Hassall,Arthur Hill,1917-12-13,1894-04-09,なし
1725,ハバードエルバート,ハバード,エルバート,ハバード,エルバート,ははあと,えるはあと,Hubbard,Elbert,1856-06-19,1915-05-07,なし
143,浜野サトル,浜野,サトル,はまの,さとる,はまの,さとる,Hamano,Satoru,,,あり
28,早見秋,早見,秋,はやみ,あき,はやみ,あき,Hayami,Aki,1969,,あり
1850,バルザックオノレ・ド,バルザック,オノレ・ド,バルザック,オノレ・ド,はるさつく,おのれと,Balzac,Honoré de,1799-05-20,1850-08--18,なし
193,久森謙二,久森,謙二,ひさもり,けんじ,ひさもり,けんし,Hisamori,Kenji,1940-08-09,,あり
138,翡翠,翡翠,,ひすい,,ひすい,,Hisui,,,,あり
2033,ヒュームデイヴィッド,ヒューム,デイヴィッド,ヒューム,デイヴィッド,ひゆうむ,ていういつと,Hume,David,1711-05-07,1776-08-25,なし
2008,平光吾一,平光,吾一,ひらこう,ごいち,ひらこう,こいち,Hirako,Goichi,1887-11,1967-05-12,なし
56,平田剛士,平田,剛士,ひらた,つよし,ひらた,つよし,Hirata,Tsuyoshi,1964,,あり
887,ピランデルロルイジ,ピランデルロ,ルイジ,ピランデルロ,ルイジ,ひらんてるろ,るいし,Pirandello,Luigi,1867-06-28,1936-12-10,なし
1036,フィッツジェラルドフランシス・スコット,フィッツジェラルド,フランシス・スコット,フィッツジェラルド,フランシス・スコット,ふいつつしえらると,ふらんしすすこつと,Fitzgerald,Francis Scott,1896-9-24,1940-12-21,なし
1917,福永信,福永,信,ふくなが,しん,ふくなか,しん,Hukunaga,Thin,1972-06-22,,あり
110,藤井貞和,藤井,貞和,ふじい,さだかず,ふしい,さたかす,Fujii,Sadakazu,1942,,あり
7,藤下真潮,藤下,真潮,ふじした,ましお,ふしした,ましお,Fujishita,Mashio,1961,,あり
1885,藤野古白,藤野,古白,ふじの,こはく,ふしの,こはく,Fujino,Kohaku,1871-09-22,1895-04-12,なし
2003,藤村操,藤村,操,ふじむら,みさお,ふしむら,みさお,Fujimura,Misao,1886-07-20,1903-05-22,なし
127,藤本和子,藤本,和子,ふじもと,かずこ,ふしもと,かすこ,Fujimoto,Kazuko,1939,,あり
109,冬佳彰,冬,佳彰,ふゆ,よしあき,ふゆ,よしあき,Fuyu,Yoshiaki,,,あり
915,プラトン,プラトン,,プラトン,,ふらとん,,Plato,,前427,前347,なし
1687,ブリュノフジャン・ド,ブリュノフ,ジャン・ド,ブリュノフ,ジャン・ド,ふりゆのふ,しやんと,Brunhoff,Jean de,1899-12-09,1937-10-16,なし
2052,プリリューエドゥアール・エルネ,プリリュー,エドゥアール・エルネ,プリリュー,エドゥアール・エルネ,ふりりゆう,えとうああるえるね,Prillieux,Édouard Ernest,1829-01-11,1915-10-07,なし
1728,ベスコフエルサ,ベスコフ,エルサ,ベスコフ,エルサ,へすこふ,えるさ,Beskow,Elsa,1874-02-11,1953-06-30,なし
1847,ヘミングウェイアーネスト・ミラー,ヘミングウェイ,アーネスト・ミラー,ヘミングウェイ,アーネスト・ミラー,へみんくうえい,ああねすとみらあ,Hemingway,Ernest Miller,1899-07-21,1961-07-02,なし
1735,ベルトランアロイジウス,ベルトラン,アロイジウス,ベルトラン,アロイジウス,へるとらん,あろいしうす,Bertrand,Aloysius,1807-04-20,1841-04-29,なし
1238,ボームライマン・フランク,ボーム,ライマン・フランク,ボーム,ライマン・フランク,ほおむ,らいまんふらんく,Baum,Lyman Frank,1856-05-15,1919-05-06,なし
1505,ポタービアトリクス,ポター,ビアトリクス,ポター,ビアトリクス,ほたあ,ひあとりくす,Potter,Beatrix,1866-07-28,1943-12-22,なし
2043,ホワイトフレッド・Ｍ,ホワイト,フレッド・Ｍ,ホワイト,フレッド・Ｍ,ほわいと,ふれつと,White,Fred M,1859,1935,なし
1661,増田惟茂,増田,惟茂,ますだ,これしげ,ますた,これしけ,Masuda,Koreshige,1883-12-29,1933-08-06,なし
167,町野修三,町野,修三,まちの,しゅうぞう,まちの,しゆうそう,Machino,Shuzo,1943-11-18,2002-12-05,あり
2009,マッケナリチャード・ミルトン,マッケナ,リチャード・ミルトン,マッケナ,リチャード・ミルトン,まつけな,りちやあとみるとん,McKenna,Richard Milton,1913-05-09,1964-11-01,なし
103,松平維秋,松平,維秋,まつだいら,ただあき,まつたいら,たたあき,Matsudaira,Tadaaki,1946,1999-10,あり
2051,松本竣介,松本,竣介,まつもと,しゅんすけ,まつもと,しゆんすけ,Matsumoto,Shunsuke,1912-04-19,1948-06-08,なし
1720,松本たかし,松本,たかし,まつもと,たかし,まつもと,たかし,Matsumoto,Takashi,1906-01-05,1956-05-11,なし
1844,ミーゼスルートヴィヒ・フォン,ミーゼス,ルートヴィヒ・フォン,ミーゼス,ルートヴィヒ・フォン,みいせす,るうとういひふおん,Mises,Ludwig Heinrich Edler von,1881-09-29,1973-10-10,あり
1976,三木露風,三木,露風,みき,ろふう,みき,ろふう,Miki,Rofu,1889-06-23,1964-12-29,なし
1997,三岸好太郎,三岸,好太郎,みぎし,こうたろう,みきし,こうたろう,Migishi,Kotaro,1903-04-18,1934-07-01,なし
1279,ミドルトンリチャード・バラム,ミドルトン,リチャード・バラム,ミドルトン,リチャード・バラム,みとるとん,りちやあとはらむ,Middleton,Richard Barham,1882-10-28,1911-12-01,なし
1740,宮川典子,宮川,典子,みやかわ,ふみこ,みやかわ,ふみこ,Miyakawa,Fumiko,,,あり
1960,ミルンアラン・アレクザンダー,ミルン,アラン・アレクザンダー,ミルン,アラン・アレクザンダー,みるん,あらんあれくさんたあ,Milne,Alan Alexander,1882-01-18,1956-01-31,なし
1992,森律子,森,律子,もり,りつこ,もり,りつこ,Mori,Ritsuko,1890-10-30,1961-07-22,なし
79,森野光,森野,光,もりの,みつる,もりの,みつる,Morino,Mitsuru,,,あり
1848,モンテーニュミシェル・エケム・ド,モンテーニュ,ミシェル・エケム・ド,モンテーニュ,ミシェル・エケム・ド,もんてえにゆ,みしえるえけむと,Montaigne,Michel Eyquem de,1533-02-28,1592-09-13,なし
198,山本洋,山本,洋,やまもと,ひろし,やまもと,ひろし,Yamamoto,Hiroshi,1956,,あり
191,山本光夫,山本,光夫,やまもと,みつお,やまもと,みつお,Yamamoto,Mitsuo,1959,,あり
2013,吉岡禅寺洞,吉岡,禅寺洞,よしおか,ぜんじどう,よしおか,せんしとう,Yoshioka,Zenjido,1889-07-02,1961-03-17,なし
1699,ラヴクラフトハワード・フィリップス,ラヴクラフト,ハワード・フィリップス,ラヴクラフト,ハワード・フィリップス,らうくらふと,はわあとふいりつふす,Lovecraft,Howard Phillips,1890-08-20,1937-03-15,なし
336,ラティガンテレンス,ラティガン,テレンス,ラティガン,テレンス,らていかん,てれんす,Rattigan,Terence,1911-06-10,1977-11-30,あり
1239,ラングアンドルー,ラング,アンドルー,ラング,アンドルー,らんく,あんとるう,Lang,Andrew,1844-03-31,1912-07-20,なし
1688,リヴィングストン・ジュニアヘンリー,リヴィングストン・ジュニア,ヘンリー,リヴィングストン・ジュニア,ヘンリー,りういんくすとんしゆにあ,へんりい,"Livingston, Jr.",Henry,1748-10-13,1828-02-29,なし
339,ルターマルチン,ルター,マルチン,ルター,マルチン,るたあ,まるちん,Luther,Martin,1483-11-10,1546-02-18,なし
29,レイモンドエリック,レイモンド,エリック,レイモンド,エリック,れいもんと,えりつく,Raymond,Eric,,,あり
1859,レ・ファニュジョゼフ・シェリダン,レ・ファニュ,ジョゼフ・シェリダン,レ・ファニュ,ジョゼフ・シェリダン,れふあにゆ,しよせふしえりたん,Le Fanu,Joseph Sheridan,1814-08-28,1873-02-07,なし
